"520457715542687744","Was browsing through my http://t.co/KHKeNOBpNp #notifications and 99% of them is me and @freefreeP arguing about the Undertaker #phenom"
"520457716725448704","“@gracelisicki: gay”   This tweet describes me   100% accuracy"
"520457717052624897","I really didn't mean to beat her up. I use to be a angry ass child smfh"
"520457720559075328","High Life. #NYC @ Le Bain at The Standard  High Line http://t.co/ODTRJ7K8DS"
"520457725508337664","“@Nay_Doughty: I want you to myself 😻🙈 until then ima chill 👌”👀👀👀"
"520457725386690560","67 units on scene with building N with nothing showing"
"520457726976344064","OMG You just made my whole night. I literally chocked laughing 😂😂😂 @__laluz"
"520457730159816705","Just DM me your number I'll call you RT @MarikaStarr: Tired 😩 let me set this alarm for 6am"
"520457731749449728","@Moonwellness thank you for all you do Maria    #Astoria #pjDrive @CavoAstoria"
"520457733041324032","I'm mad bc I didn't cheat on my ex and never would and I heard tonight that he heard I cheated on him. I'm not that person"
"520457735553691648","What an amazing #Sunset &amp; day in #RiversidePark with my baby Charlie  the King Charles Cavalier Spaniel 🐶 &amp; my Dad ❤️ http://t.co/I8vtzmMGre"
"520457739731226624","@Jessica_Teresa HERE I STANNNNDDDDDDD"
"520457741266345984","“@_MiaAyana: Babe @JheneAiko 😘 http://t.co/pBWVgxGsvv” she got some nice tits"
"520457746555342848","“@TheFunnyVine: When you're high af tryna tell a story https://t.co/tvtRCqXk6r” @steezables 😂🙈 this is you"
"520457746995740672","@ScottyBanx idunno 😩😩😩😩 what you doing up so late?"
"520457751353630720","@CoRR___ not funny"
"520457751378817024","I enjoy fire  beer  guns  knives  women  sleeping and work.... not in that order"
"520457751106183168","Whatever mom @steenieexo http://t.co/zKVw6xwYen"
"520457753173975040","@JPowellBTL"
"520457754096717824","@PonyBoyKiller no!!!!"
"520457756059664384","Fuck is up!"
"520457756315516928","He play to much"
"520457762531463169","@nickdenards yeah! I'm good  thank you!"
"520457762921512960","if a women tells you to put her nudes out  you do it right ?"
"520457763601018880","The best quality in a man is to bring your women food"
"520457771766927361","Bastille tonight with my big! @ Radio City Music Hall http://t.co/klemTVB9HY"
"520457773356961792","Naming My Son Tristan"
"520457774778826753","Im jus livin life n let my momma tell it nigga i aint livin right. http://t.co/DFCpBbDQlL"
"520457780181098496","I never seen that emoji  ever!!! I been wanting to use it! 😂😩😩😩♻️♻️♻️"
"520457782735409154","@devhynes were you at the house party at Webster or was that someone else"
"520457786262831104","just heard a mouse run across my floor I NEED A CAT FOR MOUSING PURPOSES"
"520457787214946304","@Henrysmj211 lmao RIP"
"520457797943959552","@KaitMade just to be clear  the 🐑 was a play on the term ewe. As in "bah  ram  ewe. To your tweet be true. Bah  ram  ewe.""
"520457801303621632","@JamalTheGreat01 Eh sometimes"
"520457801349734400","A chick got a 8am in the morning and I'm still woke . 😩"
"520457802834513920","@Backwoods_Gent and pizza"
"520457806038958080","I keep one eye open like CBS"
"520457815417421824","Whyyy am I still on oovoo wit his mean ass 😩😩"
"520457816906420224","I don't fight unless I have to start it I'm ma end it"
"520457818772877312","*crosses fingers*"
"520457821432066048","@Shemz_TM k @ you altering his tweets 😂😂😂😂 flop"
"520457841375973376","Hace 3 dias tengo que hacer una dieta y tomar solamente agua ._."
"520457842797871104","The bbz @flirty800 + @stankarrhea showing every1 who's boss like rn 🎧🎶🎤"
"520457843800309760","Need someone to send booty pics to 😞🙇"
"520457846472065024","FUCK THE RED SOX AND THE YANKEES! AND METS!! AND CARDINALS!!!!"
"520457847369256960","😍❤️😘 @ 42st Times Square http://t.co/8VIb4nTQja"
"520457848737001473","@SimplyLyle ahh"
"520457850582482945","@aburley1 why you still up"
"520457850888663040","@shannonscibor go to sleep."
"520457855586283520","I need a massage"
"520457857142374400","You're nobody until somebody kills you. 💯"
"520457867888168960","I miss my boyfriend😢 @Peter_Falgi"
"520457868680900608","ITS MY BIRTHDAY ILL STAY UP AND TWEET IF I WANT TOOOOO"
"520457869205204992","@j_claros my whole life's a lie bruh"
"520457884183040001","#subtweet lml"
"520457888750641152","“@TheFunnyVine: Me the entire month of October 🎃👻 https://t.co/wQ4PeqqXgm” me too gurrrrl."
"520457890755510272","@DebbieReynaud LA CUESTIÓN  ES JODER!!!"
"520457898150084608","So glad that drought is over 🙌🙌 she saved me 😘😂😂😂"
"520457900096233472","@DrinkMy_Joe I'm Always Nice😂"
"520457902512160768","@MeeYaOfuma LMMMMMMAAAAAAAAOOOOOOOOOOO SO PERFECT. I dont braid hard....I think!"
"520457906236698624","@BarackObama why u so evil my nigga"
"520457911576035328","@The_Indiian Imma keep it that way"
"520457918538604544","doing a high puff should be one of the easiest styles but i just can't do it! maybe my head is too big but it just doesn't look right."
"520457920904175616","@T_h_o_m_a_s_J where at"
"520457921868857346","@SlowDollaz whatever floats your boat"
"520457922468663296","WHO'S THE PRETTIEST GIRLFRIEND EVER? That's right. ME!"
"520457926805565440","YIZZO TWITTER!! GO SAY HAPPY BDAY TO MY GIRLFRIEND @_LoveDaBae_ .. She finally 18..I don't ask ya for much.lol I love you baby boo bear.;-**"
"520457932304302080","@MarikaStarr yup  those the best"
"520457937433534465","“@tvmpirediaries: Damon: I can't drink all this by myself. I mean  I can. But then someone is getting naked”like that's not sexy 😍😍"
"520457940994916353","I just want somebody to chill with 😪"
"520457941045215232","On the bright side my bed smells like qt"
"520457944748785664","@DreamNdReality 👀👀"
"520457942089625601","And this is @DukyThePuggle. Yes. He has his own Twitter handle. http://t.co/Uv4xiceP4X"
"520457950184628224","Lmfaoooo RT @DamondDAWG: MLK got murked in a suit from Burlington Coat Factory"
"520457951715553280","“@ferunz: Anyone up at this time  is a Thot; male or female. Besides me though 😁😭😂😂” skaaap"
"520457953187741696","@Calkent  hmmm pizza why you no share tho"
"520457953217105920","Hate when cute niggas go to jail smh"
"520457954672521216","@D_mac124 bout to come to st joes I'm bored af"
"520457954865446912","“@SincerelyDom_: @_augustrushh sucks😩” tell me something I don't know 😴😒"
"520457963426029568","@DJBaronhawk u don't even wanna know this tater cake i am thinking about making."
"520457974767427584","World war Z has to be THE best movie I have ever seen"
"520457985249013760","@nikarizz y u so bad doe?"
"520457987132252160","@Chris__911 bet that cardio is helping"
"520457992308015104","!!!!! RT @ALL_about_Nerra: Put a fruit roll up on it &amp; suck it till it's gone 😂😂😈"
"520457997987098624","@maggiefalco came in clutch too many times tonight. #YouDaRealMVP"
"520458003561328640","Late night selfay http://t.co/7jLmsIpjGP"
"520458006933561344",".@dauthaz And @LadyFuzztail seems to be purposefully vilifying an ABUSE SURVIVOR to enable the survivor's abuser. I'm fucking disgusted."
"520458013489238016","“@LogicaIly: Don't get burned by the same flame twice”"
"520458014432980992","@ScottyBanx lol don't try &amp; be cute 😒"
"520458024578994176","@machinegunkelly Come do a signing in NY again or somewhere Close cause ill travel to come GreatesT rapper alive #LTFU #Estovereverything"
"520458023182299136","Bouta whip up sumn http://t.co/2z3Qo3cZWr"
"520458030673301504","People come and go"
"520458032221020160","Who's Diana"
"520458032728510464","Just posted a photo @ Zucatti Park http://t.co/pXlGCERx4o"
"520458034729189376","@GareBareDaFlare Gonna Cut Your Balls Off If You Don't Text Me Back"
"520458035823923200","#catbaret hey! Stage managers managed! #cat #rescue #rescuepets #benefit anjelliclecats @ The Triad (NYC) http://t.co/EFMhP7Aj86"
"520458036419493888","Actual tears are streaming down my face lmaooo."
"520458039816888320","@AllieGramlich ✌️✌️👏👏"
"520458042778062848","!!!!!! RT @MarilynMonroeDC: If someone can just walk out of your life  they never cared."
"520458045009432576","Trying to go back to sleep."
"520458046620073984","KEITH SWEAT - HOW DEEP IS YOUR LOVE  https://t.co/O6bdW4bKAO"
"520458047463100416","We all move on Eventually ...."
"520458052143947776","@YaDingoid well now you're losing credibility  you knew the risks."
"520458058347331584","Nothing like finding your car towed after parking in the only safe spot at Woodland Springs Apartments in District Heights"
"520458058930327552","@TheBarbieBlank @LaRosaMendes About the same as @RealSummerWWE finally being my girlfriend ): Your poops? LOL"
"520458060926812160","Some people are so useless like why do I waste useless time with you !!!!!"
