"520518122684837888","@MikeAndMike  Sunday night will be the first game this year  the eagles will wear a different color jersey other than white."
"520518124689690624","Dude but who knew paper towels could substitute paper plates 🙏 http://t.co/HtRFFfLjjs"
"520518128678486016","http://t.co/sITv1jk3sJ"
"520518134475022336","i cant believe im actually up going to ashleys"
"520518147661524994","I don't feel good at all this is awesome"
"520518149171843073","“@nfl: J.J. Watt has more TDs this season than Calvin Johnson &amp; LeSean McCoy. http://t.co/LEaBRHZxJr” LMFAO MY BOY J.J. @JJWatt"
"520518152732811264","Las personas no cambian con el tiempo  el tiempo te muestra lo que en realidad son.  #cierto #claro #realidad"
"520518156872605696","I feel like I live closer to barneget than my own school .."
"520518174849396736","So many things I could tweet right now in regard to the people watching I'm witnessing at Dulles airport #whatnottowear #DullesEdition"
"520518175474331648","http://t.co/sfyuRW82C3"
"520518172852912128","#AB72Greetings May everyday bring U  Something New n Exciting 4U May this Birthday turn out 4U  As Amazing as U R http://t.co/v9zpuTRBRZ"
"520518179094016000","Good Morning Tweet Heads!!"
"520518184286584832","Trynna slip in a nap at work but im not even sleepy no more -_-"
"520518187033821184","If Adrian Peterson keep fuckin that nigga gone be a star of a Espn 30for30 special in 5 years 😂😂😂"
"520518188883533824","Rip my broth Dios te tenga en gloria 😔"
"520518194134802434","Just landed! #goodmorningnewyork @Thislightshines"
"520518195506343936","Check out the weather for #Glenolden  #Pennsylvania here! http://t.co/6QZh9yDUQz"
"520518201692946432","I'm at ATC Tower in Middletown  PA https://t.co/JbvVtodQxX"
"520518204482134017","But where did I put that first born...."
"520518205643948033","@va_shiva good morning.thank u for letting me know.i have to be unfortunately @work since Fri is soo busy but i will try  Thanks love to F x"
"520518214288424960","Thank you Lord for waking me up this morning and letting me see another day! None of this would've been possible if it wasn't for you!🙏🙌👋"
"520518215752228864","I'm honestly so happy that Vanilla Trash is home for the next few days❤️"
"520518215806750721","testong from mobole #RFAAdvocacy (@ Lincoln Memorial - @natlparkservice in Washington  DC) http://t.co/EiYaMaqla4"
"520518216435527681","Goodmorning"
"520518219694866432","http://t.co/u8zUxwoCD0"
"520518224686108672","Goood morning!! #TGIF 🎉😋"
"520518220093345793","Last night at @HillandDaleNYC; Happy Birthday  Dear Lauren! ☺️ http://t.co/txucTSl2Rd"
"520518227227865088","Royal Navy Type 21 frigate HMS Amazon (F169) at Pearl Harbor #Hawaii  1986 – photo US Nat Archives #FrigateFriday http://t.co/F3zdihaeMy"
"520518228943327232","i hateeee straightening my hair in the morning 😒😭"
"520518231682203648","This is one cute pup my sis has! http://t.co/YFFjIjzJl1"
"520518235272527872","Buenos dias a todos y que tengan un excelente viernes ❤️🍃❤️🍃❤️"
"520518234504953857","I'm at LaGuardia Airport (LGA) in East Elmhurst  NY https://t.co/Ly8vFbekwP"
"520518235826167808","The coolest #soffUS http://t.co/dKvNBoxKZe"
"520518239982731264","  I'm up 👋"
"520518263546335232","@___snow See"
"520518280394833920","Honestly in no mood to talk to anyone today."
"520518280067702784","Thank God Bangor doesn't have school"
"520518287885893632","Josh and I are throwing a pity party for ourselves. Aka were so tired &amp; daycares expensive"
"520518293086822401","Tea Time."
"520518293841784832","@ShvwtySoCold So hyped!! We in daat bitch!! 😝"
"520518307909468160","@ethan_chriswell thanks Ethan ☺️😘"
"520518317803855872","My moms letting me go in to school late 😍😍😍😍"
"520518318034132992","@__hhhayin nahh it's the weekend it's needed 😩😂"
"520518319208951809","You dont need media hype to get glory. @k_satyarthi proved this with his noble work. Now media has to throw their light and camera."
"520518321696161792","Huckabee  you are a moron. You are not going to be president. It's scientific fact."
"520518322580774912","Work everyday no taking breaks"
"520518327165546498","Niggas think its okay to try and clown me"
"520518339396128768","@Shayna_Bre Good morning"
"520518340704759808","@GianGinoble morningg"
"520518343749824512","@peluso_mix @4everprincessss @_o_Melissa_o_ @neeners337 @ImDestinyJ  Yehhh ❤️❤️ &amp; @peluso_mix ❤️ #VIP #Friends #FF all..."
"520518345779867648","@Its_Philip hehe thanks"
"520518350313885696","I need some glasses cause I be hurting my eyes reading in school"
"520518352159383552","#msnbc #morningjoe panel full of silly=100 proof repeated attempts at clever repartee-fails dismally takes talent panel does not have-STOP"
"520518357570035712","work flow TGIF @ ProBuild Gloucester City  NJ http://t.co/tP3aqGu88u"
"520518359021281280","“@nfl: RT @nflnetwork: The @Colts hold off the @HoustonTexans comeback. #INDvsHOU http://t.co/Sy3jtZ0vTN” but that texans comeback tho"
"520518361995046912","Lucho por lo correcto y doy siempre lo mejor para obtener mis metas! #adelante #caminante wooo"
"520518361734975488","Royal Navy Type 21 frigate HMS Antelope (F170) at Jubilee fleet review  1977 – photo J. Payne #ColdWar #FrigateFriday http://t.co/D8KiK4UQyR"
"520518364666789888","@asimpleusername http://t.co/ABkZa4ffSu"
"520518373503799296","Can't wait to establish myself and move forward. So much beautiful plans I have. I want to make a difference. Iwant to help change the world"
"520518378038231040",""What would you do if you weren't afraid? What crazy chances would you take?" ~#Fearless #songlyrics"
"520518379380424704","But watch how the tables turn 😂😂"
"520518382261506048","من هروقت خونمون خالی میشه صدا آهنگو تا ته زیاد میکنم:))چیه فک کردید مث شما خونرو مکان میکنم؟؟؟؟"
"520518384417779712","Imma #Rasta anyway yu see it..."
"520518386145845248","Clearly I'm losing my mind 😜😈💜 http://t.co/VDns8Q5oH1"
"520518389845200896","Fuck Trynna Please Nigga's   I Said "Please Nigga" Shout Out To My Team Nigga 👋😩💁"
"520518410783191040","Temperature 100 to 0 real quick"
"520518415447244800","Like I work at 11."
"520518421545754625","@___snow Its Okay"
"520518428772155393","The #moon through the trees in Riverside Park. #nofilter #uws #nyc #riversidepark @ Riverside Park W83… http://t.co/agmE1ZTR2h"
"520518436947251200","@connormcallum15 YOURE A LOSER THEN"
"520518438049947649","Starve Myself Just To Stack"
"520518438138429440","Who's trying to get me out the way with some face paint?😂😂"
"520518439497379841","You make me sick to my stomach 😒"
"520518454257131520","@couronnedor REMEMBER HOW MUCH WE LAUGHED AT THIS OMG LMFAOOO.. you me and Danielle http://t.co/mEbJFurrly"
"520518468647804928","you're a dumbass"
"520518478714134528","The prettiest girls I've met http://t.co/pVOuBCnAlq"
"520518480081473536","Haunted house later in today ✨ so hyped!"
"520518482589675520","@lermandude JUST EXPLAIN IT"
"520518487115325440","@President_Bourk  أمريكا 🚶"
"520518490529091586","#Sales #Job: Macy's Seasonal Fragrance Specialist - Albany  NY - Crossgates (#Albany  NY) http://t.co/MRmWO7l1ca #makeup #Jobs"
"520518490856620032","@johnnybravoooo_ fb"
"520518494979653633","Hey Friday heyyyyy 😏"
"520518497479045120","I really turn up almost every weekend 😩😭😭 school shouldn't stress me out"
"520518501820547072","@kev_chandler @_pookie2o14 @alexisanass me neither"
"520518501849890816","  no school for me today ✊"
"520518506925015040","It's Friday! Lets close out this week strong and celebrate the learning that took place. 4 days next week."
"520518512914087936","Ebola Screening Measures Rest on Federal Law: WASHINGTON (AP) -- Public health experts say the Obama… http://t.co/hCqYYfj9dj"
"520518524247490560","Exactly 2 hours early = too early. But whatevs. (@ John F. Kennedy International Airport (JFK) in New York  NY) https://t.co/SSXks83edx"
"520518526080413696","Smh"
"520518528634748928","I have gotten no sleep."
"520518529695895552","read @k_satyarthi life. really inspiring. Good work sire. #NobelPeacePrize"
"520518535404343296","@TEAM40TakeOver Good morning!!"
"520518551850201089","I've been up for 17 minutes and I'm already hating this day"
"520518555746701313","Goodmorning!"
"520518557399285760","@LaLaNataliexo LMFAAAAOOOOO OMG"
"520518568119902209","@YaBoyMarket @Lmao http://t.co/vE51gp52z5"
"520518570477092864","Now to get ready for work 😪"
"520518582908633088","@__hhhayin wait where 👀"
"520518586465792000","15 minutes left"
"520518587153653760","The time is always right to do what is right. #whatsyourfortune http://t.co/RxA2MbdAC8"
"520518587627634688","so curling my hair didn't work out but this looks pretty♡ http://t.co/S0c2O9fMrS"
"520518595684876289","U kno im bored im fuckin with gunna"
"520518594388836352","#Sinfiltros #alnatural #hermosa. http://t.co/KArk7MsnJj"
"520518618669670400","those messages really make my morning 😩😭😌💕"
"520518622239023104","Knowing when to speak is often more important than knowing what to say."
"520518627406409728","My plans will shock most people that care about me  but there's other sides of the world I want to discover. Change start with me."
"520518629885239296","Bitches Mad We Freak Em Dey Cant Sleep Wit Us"
"520518637938282496","@Smopu101 @Lchunhajari @littlenefertari @1ardentadmirer @skinnydumpling yep 6:15am. Taking a 9:15 train to ny city 😱"
"520518641843183616","Haunted house in PA later on tonight ✨ so hyped!"
"520518654023446529","What's shaking ?"
"520518664970600448","Gonna be a good day  just got violated at the airport"
"520518666652495872","f it I'm staying home"
"520518669257166849","Sick :("
"520518671220105216","@alexisnutkowitz happy birthday babe💗🎉"
"520518670930677762","“@SkylerFederer: Samantha and I are seriously the same person” frfr"
"520518672772001792","“@BestTextMsgs: I wish I could see you. Literally  right now  at this very second. I want to be with you.”"
"520518680313344000","I Take Advantage of My Insomnia . Get Shit Done In Those Hours."
"520518693433147392","I'm so nervous about messing up this train!!!"
"520518698579525632","Today's the day I make shit change . FR"
"520518703495270400","Dej Loaf 😍😍😍😍😍🔥"
"520518710235521024","Always tired"
"520518711611240448","@RaiderRich2001 I'm sorry but that information is only provided on a need to know basis."
"520518716963172352","@Jamiebower ....until the crash at lunch time."
"520518718963843072","#NOLACKING"
"520518720590843904","goodmorning😊"
"520518744259694592","Calls me to tell me to have a good day  calls me to tell me good night. I love it.👌"
"520518748084912128","I be having some crazy ass dreams"
"520518759896076288","all hail pajama day"
"520518760072241152","I'm soo excited!!😘😊😋😂 @5SOS #GoodGirlsEp http://t.co/SQElupRfxU"
"520518761728966656","I hope I win this campaign thing 💁😔😳☺😜"
"520518766312972288","it's Friday😎"
"520518769991757824","HAPPY BIRTHDAY @Beckyaustinn you're the best"
"520518774399991808","I already finished getting ready  now what do I do for an hour 😁"
"520518780754354177","french kissing models with some molly on my tongue  in a different city every night like i was on the runnn"
"520518783891685376","@debdenaro I do!  I will tell what's his name you said hello! #freakingout"
"520518792909058048","I'm in a great mood"
"520518803240005632","Friday!!!"
"520518803885924352","Thinking bout talking too oomf again   yo idek that nigga put a bitch through hell ."
"520518816443695105","@GDGriffin No constitutional requirement that @BarackObama call them back-why would he stabbed in back Syria then smeared 4 redline"
"520518816967565314","@Seosseres Salla boşver :)"
"520518818704420864","@Cudlitz @steveyeun @LaurenCohan @GMA Good Morning! It will be a AWESOME morning and AWESOME Sunday! XO"
"520518819102851072","@JagBentley good morning Jag :-)"
"520518819920760832","always told them i would never stop now  look at what i got now"
"520518821707517952","Another early morning  another early flight."
"520518825935388672","“@__eldrick123: George Lopez in the AM 📺” Deadass 😂🙌"
"520518826795233280",""@ForeverHER_: 😟 “@news4buffalo: BREAKING: A 17-year-old girl was killed in Buffalo last night. http://t.co/xQwls5PyMV”" wow"
"520518829144031232","GOOD MORNING HONEYBEES 😊 HAVE A FABULOUSLY BLESSED DAY ITS YOURS @ My New Neighborhood http://t.co/RndVzmdlpb"
"520518832239431680","Why is my gps fucking spelling the road names out  I don't have time for a god damn spelling bee bitch✋"
"520518841068425216","@lermandude HAHAHAH I get it holy shit great choice of words"
"520518854699929600",""He who has a slack hand becomes poor  But the hand of the diligent makes rich.""
"520518856037896192","The Lion of Judah has prevailedHaile Selassie I  Elect of GodKing of Kings of Ethiopia"
"520518862190944256","happy i went out early today for once"
"520518862941716480","happy birthday matt💕🎉🎁💝ilysm💘have a great day😄❤️ @matt_tayIor"
"520518863478599680","Pumpkin spice latte was fireeeee"
"520518864296480768","Damn I be waking up off the early lol"
"520518877487181825","Wawa Robbed At Gunpoint In Northeast Philly: PHILADELPHIA (CBS) – Police are searching for the gunman who robbed a… http://t.co/BstLSkIWwH"
"520518884420374528","2 Injured In West Philly Motorcycle Accident: PHILADELPHIA (CBS) – Two people were injured early Friday morning in… http://t.co/oCIaq7siBJ"
"520518890770558977","MCAT Full-Time Instructor - Manhattan NY - KTP Graduate: (#NewYork  NY) http://t.co/wyN9h5Y9PB #Education #Job #Jobs #TweetMyJobs"
"520518894323531776","TGIF🙌"
"520518896596819969","Ready for school 💁"
"520518901994496001","Pep rally !! LETS GO SEAHAWKS @ c/o 2017 http://t.co/BnxZr3okbY"
"520518908366041088","I feel like Michael Scott after he passes out from his Pretzel Day sugar high. "It's 6'o clock" "AM or PM?"  Ugh."
"520518921745887232","But um   I will see ."
"520518926984564736","Guilford  CT install - Independence Solar Completes 135 kW Commercial Rooftop Array In Connecticut http://t.co/tMiK8xXAYO via @SolarIndustry"
"520518932894343168","Exhausted"
"520518937717780480","I broke my mom's laptop smh now I know I'm not getting this new phone"
"520518953702281216","i want to know who had to make school sooo goddamn early"
"520518960018903040","N. Korean leader Kim Jong Un misses shrine visit  KCNA reports. Follow @PHancocksCNN for more: http://t.co/qddRnAD9vl http://t.co/lEr97IsGIT"
"520518961541423104","These it's Friday I'm so hype tweets every friday get so annoying. I mean Friday comes every week  it's not like it's not coming. 😴"
"520518964074397696","Why do nightmares have to be so true?"
"520518971146387457","I look like a balloon in my meet and greet picture 😭😭😭"
"520518971662303233","To Early To Be Bumping Like This lol 😂😂😩  But I'm Pumped UP   😍"
"520518974355042305","..Cuz I tried hard 👏"
"520518974485037057","GoodMorning 😟"
"520518979945635841","@thetimbarrett I am good lol. you be good too big brother"
"520518982835908608","The ladies side of our barn .. Yup I woke them all up @ Bear Creek Farm http://t.co/MzEe7pXzxF"
"520518991438417921","Y big girls stay wanting me 😷"
"520518993082605568","@WestonMac good morning Weston :-)"
"520518993946624000","@BBhuttoZardari look who is talking  hahahaha"
"520518994064080896","Got to see babe afterschool going to my mom's before school"
"520518995968286720","   morning"
"520519005158002688","The menu @CapHarvestEiEiO and @CoHeightsMarket Friday and Saturday. Happy Viernes! http://t.co/p7u5TrDsYZ"
"520519013194293249","Is it too early for Destiny"
"520519017224994817","I'm at The Debauchery Den in Middletown  PA https://t.co/0Xblixxnx7"
"520519024552075264","We get along because we love eachother"
"520519026163056640","@Jordan_Roth @Daryl_Roth BRAVO on becoming 'living landmarks'.  You two ARE New York  xoxoxxo"
"520519029514309632","Gm ppl"
"520519033201115136","IM ON A MISSION TODAY 😏"
"520519033289203712","Goodmorning 💕"
"520519041317101568","Este frío is no joke Bruh."
"520519043800137728","GMU Contingent Faculty: The most comprehensive study of a university’s contingent faculty working conditions to date  http://t.co/6oaRwUjRTO"
"520519054797586432","Going back to bed  fuck it"
"520519057519702016","half day👌"
"520519065946062849","woop! gonna go blazed af   you alreadyy"
"520519070924701696","@EricaABC27 that's awesome! In April I was at Giant's my mom and I saw @JanelKnight."
"520519075945259008","Only 8 hours till I can take a nap"
"520519082144460800","@UFO4U   jus dropping off to say heyyy #Maggie #TGIF  AND a lovely weekend my friend&lt;3"
"520519082727444480","Today with my girls 👭👭😋"
"520519083239149568","@7BOOMERESIASON #BradleyCooper is going to be in a new #broadway show so he should've been careful about what he says to #nygiantsfans!"
"520519086183579648","@LeggyBrynn watched a preview of Center Ice last night. plus saw my Rangers beat the Blues."
"520519087487987712","Just posted a photo @ THUNDERS and HELL http://t.co/nuRCTYt0sA"
"520519087408312320","@grte1 good morning Dave :-)"
"520519088452698113","@MaxCarterXXX Just the cock? I want the whole package!!!! :-)"
"520519092701499392","Breaking out the north face this morning idc it's freezing"
"520519093708152832","ITS FRIDAY"
"520519102000275457","@M_G_W_V_ #Luv4Marielle.. Well  Marielle I don't know if any1 else uses the tag but I did see @ParisBakerAngel do it! They shouldn't be"
"520519107532562432","I can't wait until Tuesday!!! #VamosColombia #fútbol #10 #9 http://t.co/0KzlLILzDT"
"520519112389189632","6. #alwayssupportluhan 7. Jan Hooks 8. Gurley 9. JJ Watt 10. Kim Jong Un  2014/10/10 05:08 CDT #trndnl http://t.co/lcaeh6tWOl"
"520519113949458432","1. #MalalaYousafzai 2. #CheeseSongs 3. #shawshooting 4. #ProudOfCameron 5. Mega Beedrill  2014/10/10 05:08 CDT http://t.co/lcaeh6tWOl"
"520519121021468672","MTA Long Island Rail Rd: due to Earlier police department activity  west Babylon Branch out of Babylon Sta (Suffolk Cnty)  The 5:17AM tr..."
"520519124993449984","Be grateful"
"520519133943717888","Dey goin ask me do a double n i gotta b back"at 11 💀 da fuq hell nooo"
"520519135646584832","It's to early for this shit"
"520519138239070208","I really might as well NOT even bother to take this 20 minute nap I'm tryna take. 😒😭"
"520519150460874752","@Amnaa_tariq Expresses Gratitude for RT my Tweet "World’s 7th Largest Masjid" Stay Blessed Don't Forget to Honor Me by #Following Me."
"520519151195258880","It's Danny  Its Arties son (from the Earls)** Maybe  I hope   Im  I'll see you a the Paramout this weekend.@chazzpalminteri #nowyoucantleave"
